DeliveryID,UnitID,ProjectID,ContractorID,PlannedDeliveryDate,ActualDeliveryDate,DeliveryStatus,QuantityDelivered,TransportBatch,DelayDays
DLV-000245,UNT-01114,PRJ-001,CTR-006,2025-06-01,2025-06-09,Delayed,12,TB-2506-031,8
DLV-000246,UNT-04291,PRJ-002,CTR-007,2025-08-24,2025-08-30,Delayed,5,TB-2508-025,6
DLV-000247,UNT-01680,PRJ-001,CTR-004,2025-03-30,2025-04-12,Delayed,10,TB-2503-004,13
DLV-000248,UNT-01439,PRJ-001,CTR-002,2025-06-04,2025-06-04,Delivered,3,TB-2506-027,0
DLV-000249,UNT-06410,PRJ-003,CTR-006,2025-09-26,2025-09-26,Delivered,6,TB-2509-045,0
DLV-000250,UNT-05897,PRJ-003,CTR-005,2025-11-08,,Planned,6,TB-2511-016,0
DLV-000251,UNT-04354,PRJ-002,CTR-005,2025-06-20,2025-07-05,Delayed,14,TB-2506-039,15
DLV-000252,UNT-03349,PRJ-002,CTR-002,2025-09-30,,Planned,2,TB-2509-034,0
DLV-000253,UNT-01963,PRJ-001,CTR-004,2025-07-28,2025-08-15,Delayed,11,TB-2507-012,18
DLV-000254,UNT-01853,PRJ-001,CTR-008,2026-02-10,2026-02-21,Delayed,5,TB-2602-011,11
DLV-000255,UNT-05507,PRJ-003,CTR-002,2026-06-08,2026-06-19,Delayed,7,TB-2606-011,11
DLV-000256,UNT-03332,PRJ-002,CTR-001,2025-08-18,2025-08-28,Delayed,3,TB-2508-020,10
DLV-000257,UNT-01621,PRJ-001,CTR-007,2025-10-27,2025-11-11,Delayed,2,TB-2510-002,15
DLV-000258,UNT-02197,PRJ-001,CTR-005,2025-01-18,2025-02-05,Delayed,5,TB-2501-042,18
DLV-000259,UNT-05819,PRJ-003,CTR-001,2026-03-23,2026-04-01,Delayed,8,TB-2603-030,9
DLV-000260,UNT-03900,PRJ-002,CTR-001,2026-02-20,2026-03-10,Delayed,1,TB-2602-019,18
DLV-000261,UNT-02011,PRJ-001,CTR-008,2025-12-29,2026-01-03,Delayed,4,TB-2512-019,5
DLV-000262,UNT-06386,PRJ-003,CTR-005,2025-07-06,2025-07-13,Delayed,12,TB-2507-005,7
DLV-000263,UNT-04653,PRJ-002,CTR-007,2026-06-15,2026-06-15,Delivered,10,TB-2606-024,0
DLV-000264,UNT-03903,PRJ-002,CTR-007,2025-06-08,2025-06-25,Delayed,10,TB-2506-012,17
DLV-000265,UNT-00550,PRJ-001,CTR-002,2025-05-16,2025-05-23,Delayed,10,TB-2505-028,7
DLV-000266,UNT-00926,PRJ-001,CTR-003,2026-04-25,2026-04-25,Delivered,12,TB-2604-012,0
DLV-000267,UNT-03967,PRJ-002,CTR-001,2026-03-20,2026-03-25,Delayed,1,TB-2603-036,5
DLV-000268,UNT-05657,PRJ-003,CTR-003,2026-06-21,2026-07-02,Delayed,8,TB-2606-018,11
DLV-000269,UNT-00289,PRJ-001,CTR-008,2024-12-28,2025-01-09,Delayed,2,TB-2412-017,12
DLV-000270,UNT-00184,PRJ-001,CTR-007,2025-03-12,2025-03-22,Delayed,16,TB-2503-015,10
DLV-000271,UNT-03247,PRJ-002,CTR-005,2026-01-26,2026-02-10,Delayed,14,TB-2601-022,15
DLV-000272,UNT-03948,PRJ-002,CTR-008,2026-07-07,2026-07-07,Delivered,12,TB-2607-027,0
DLV-000273,UNT-01712,PRJ-001,CTR-003,2025-08-09,,Planned,12,TB-2508-042,0
DLV-000274,UNT-04560,PRJ-002,CTR-003,2025-10-14,2025-10-15,Delayed,6,TB-2510-006,1
DLV-000275,UNT-02836,PRJ-002,CTR-002,2025-05-29,2025-06-01,Delayed,2,TB-2505-038,3
DLV-000276,UNT-01840,PRJ-001,CTR-004,2026-02-26,2026-02-28,Delayed,7,TB-2602-007,2
DLV-000277,UNT-05762,PRJ-003,CTR-005,2026-03-04,,Planned,8,TB-2603-033,0
DLV-000278,UNT-01679,PRJ-001,CTR-002,2025-09-13,2025-09-13,Delivered,7,TB-2509-016,0
DLV-000279,UNT-00818,PRJ-001,CTR-001,2025-03-17,2025-03-24,Delayed,15,TB-2503-045,7
DLV-000280,UNT-05103,PRJ-003,CTR-003,2026-08-13,2026-08-16,Delayed,8,TB-2608-035,3
DLV-000281,UNT-03236,PRJ-002,CTR-006,2025-04-08,,Planned,10,TB-2504-026,0
DLV-000282,UNT-04879,PRJ-002,CTR-007,2025-08-12,2025-08-13,Delayed,20,TB-2508-038,1
DLV-000283,UNT-03047,PRJ-002,CTR-007,2025-03-08,,Planned,4,TB-2503-032,0
DLV-000284,UNT-01841,PRJ-001,CTR-008,2025-12-11,,Planned,7,TB-2512-005,0
DLV-000285,UNT-05515,PRJ-003,CTR-002,2025-05-21,,Planned,4,TB-2505-018,0
DLV-000286,UNT-01368,PRJ-001,CTR-002,2025-06-03,2025-06-18,Delayed,3,TB-2506-024,15
DLV-000287,UNT-00295,PRJ-001,CTR-005,2026-05-10,2026-05-19,Delayed,9,TB-2605-025,9
DLV-000288,UNT-04988,PRJ-002,CTR-008,2025-05-19,2025-06-06,Delayed,11,TB-2505-017,18
DLV-000289,UNT-02854,PRJ-002,CTR-006,2026-02-09,2026-02-23,Delayed,6,TB-2602-042,14
DLV-000290,UNT-06160,PRJ-003,CTR-002,2026-05-10,,Planned,4,TB-2605-002,0
DLV-000291,UNT-02763,PRJ-002,CTR-007,2025-10-05,2025-10-18,Delayed,2,TB-2510-037,13
DLV-000292,UNT-03696,PRJ-002,CTR-004,2026-03-08,2026-03-16,Delayed,5,TB-2603-001,8
DLV-000293,UNT-05913,PRJ-003,CTR-002,2025-11-30,,Planned,12,TB-2511-022,0
DLV-000294,UNT-03704,PRJ-002,CTR-007,2026-06-07,2026-06-14,Delayed,2,TB-2606-009,7
DLV-000295,UNT-04639,PRJ-002,CTR-007,2025-09-28,2025-10-13,Delayed,12,TB-2509-044,15
DLV-000296,UNT-03811,PRJ-002,CTR-001,2025-10-05,2025-10-06,Delayed,3,TB-2510-040,1
DLV-000297,UNT-05464,PRJ-003,CTR-002,2025-05-11,2025-05-11,Delivered,3,TB-2505-029,0
DLV-000298,UNT-01909,PRJ-001,CTR-001,2025-09-22,2025-10-07,Delayed,8,TB-2509-040,15
DLV-000299,UNT-01409,PRJ-001,CTR-007,2025-05-14,,Planned,11,TB-2505-008,0
DLV-000300,UNT-00811,PRJ-001,CTR-003,2025-05-22,2025-05-25,Delayed,7,TB-2505-026,3
DLV-000301,UNT-05554,PRJ-003,CTR-001,2025-06-19,2025-06-19,Delivered,10,TB-2506-043,0
DLV-000302,UNT-02883,PRJ-002,CTR-003,2025-10-31,,Planned,10,TB-2510-025,0
DLV-000303,UNT-02610,PRJ-002,CTR-008,2025-09-08,2025-09-08,Delivered,9,TB-2509-042,0
DLV-000304,UNT-01306,PRJ-001,CTR-002,2025-10-12,2025-10-22,Delayed,4,TB-2510-013,10
DLV-000305,UNT-04513,PRJ-002,CTR-008,2026-06-09,,Planned,11,TB-2606-032,0
DLV-000306,UNT-03665,PRJ-002,CTR-001,2025-06-02,2025-06-08,Delayed,19,TB-2506-025,6
DLV-000307,UNT-01372,PRJ-001,CTR-008,2025-06-02,2025-06-10,Delayed,4,TB-2506-025,8
DLV-000308,UNT-05150,PRJ-003,CTR-002,2026-03-03,2026-03-03,Delivered,12,TB-2603-033,0
DLV-000309,UNT-01020,PRJ-001,CTR-005,2025-02-04,2025-02-05,Delayed,7,TB-2502-034,1
DLV-000310,UNT-01248,PRJ-001,CTR-007,2025-07-01,2025-07-16,Delayed,12,TB-2507-001,15
DLV-000311,UNT-06277,PRJ-003,CTR-006,2025-06-20,,Planned,3,TB-2506-014,0
DLV-000312,UNT-02868,PRJ-002,CTR-005,2025-03-22,2025-03-22,Delivered,11,TB-2503-001,0
DLV-000313,UNT-05240,PRJ-003,CTR-007,2026-02-14,2026-02-23,Delayed,20,TB-2602-036,9
DLV-000314,UNT-02607,PRJ-002,CTR-005,2026-06-19,2026-07-02,Delayed,6,TB-2606-037,13
DLV-000315,UNT-04908,PRJ-002,CTR-008,2026-03-03,2026-03-16,Delayed,13,TB-2603-008,13
DLV-000316,UNT-05139,PRJ-003,CTR-004,2026-07-09,2026-07-11,Delayed,20,TB-2607-033,2
DLV-000317,UNT-05648,PRJ-003,CTR-002,2025-10-03,2025-10-12,Delayed,7,TB-2510-033,9
DLV-000318,UNT-04011,PRJ-002,CTR-007,2026-05-18,2026-05-29,Delayed,11,TB-2605-038,11
DLV-000319,UNT-03469,PRJ-002,CTR-004,2025-11-03,2025-11-03,Delivered,2,TB-2511-023,0
DLV-000320,UNT-02395,PRJ-001,CTR-006,2025-04-08,2025-04-15,Delayed,11,TB-2504-015,7
DLV-000321,UNT-06079,PRJ-003,CTR-003,2026-05-17,,Planned,4,TB-2605-036,0
DLV-000322,UNT-03500,PRJ-002,CTR-004,2026-04-24,2026-05-04,Delayed,1,TB-2604-034,10
DLV-000323,UNT-05331,PRJ-003,CTR-003,2025-08-07,2025-08-24,Delayed,11,TB-2508-032,17
DLV-000324,UNT-04100,PRJ-002,CTR-007,2025-09-24,2025-10-12,Delayed,6,TB-2509-030,18
DLV-000325,UNT-02121,PRJ-001,CTR-005,2026-03-04,2026-03-06,Delayed,6,TB-2603-022,2
DLV-000326,UNT-05682,PRJ-003,CTR-006,2025-08-28,2025-09-05,Delayed,2,TB-2508-025,8
DLV-000327,UNT-03829,PRJ-002,CTR-005,2026-03-05,2026-03-06,Delayed,7,TB-2603-001,1
DLV-000328,UNT-01314,PRJ-001,CTR-006,2025-04-24,2025-05-06,Delayed,6,TB-2504-012,12
DLV-000329,UNT-02684,PRJ-002,CTR-003,2025-03-24,2025-03-28,Delayed,12,TB-2503-016,4
DLV-000330,UNT-00717,PRJ-001,CTR-001,2026-03-31,,Planned,11,TB-2603-038,0
DLV-000331,UNT-00917,PRJ-001,CTR-004,2026-02-06,2026-02-08,Delayed,12,TB-2602-022,2
DLV-000332,UNT-04805,PRJ-002,CTR-004,2025-11-08,2025-11-19,Delayed,11,TB-2511-044,11
DLV-000333,UNT-01737,PRJ-001,CTR-001,2025-02-28,,Planned,10,TB-2502-024,0
DLV-000334,UNT-01701,PRJ-001,CTR-004,2025-04-12,2025-04-25,Delayed,12,TB-2504-043,13
DLV-000335,UNT-01667,PRJ-001,CTR-004,2025-05-18,2025-05-27,Delayed,10,TB-2505-007,9
DLV-000336,UNT-03655,PRJ-002,CTR-007,2025-10-22,,Planned,8,TB-2510-018,0
DLV-000337,UNT-02917,PRJ-002,CTR-002,2025-10-05,2025-10-05,Delivered,9,TB-2510-034,0
DLV-000338,UNT-00784,PRJ-001,CTR-001,2025-08-10,,Planned,3,TB-2508-006,0
DLV-000339,UNT-06237,PRJ-003,CTR-003,2025-06-20,2025-07-02,Delayed,1,TB-2506-025,12
DLV-000340,UNT-03593,PRJ-002,CTR-006,2025-04-26,,Planned,17,TB-2504-045,0
DLV-000341,UNT-02129,PRJ-001,CTR-002,2024-11-28,2024-11-28,Delivered,17,TB-2411-006,0
DLV-000342,UNT-03241,PRJ-002,CTR-007,2026-02-18,2026-02-22,Delayed,12,TB-2602-003,4
DLV-000343,UNT-05097,PRJ-003,CTR-008,2025-12-01,2025-12-01,Delivered,2,TB-2512-041,0
DLV-000344,UNT-04394,PRJ-002,CTR-001,2025-08-04,2025-08-20,Delayed,6,TB-2508-039,16
DLV-000345,UNT-05354,PRJ-003,CTR-003,2026-03-15,2026-03-15,Delivered,4,TB-2603-027,0
DLV-000346,UNT-01743,PRJ-001,CTR-002,2025-12-24,2025-12-31,Delayed,10,TB-2512-026,7
DLV-000347,UNT-00607,PRJ-001,CTR-002,2025-03-26,2025-04-07,Delayed,9,TB-2503-011,12
DLV-000348,UNT-00203,PRJ-001,CTR-001,2025-05-13,2025-05-13,Delivered,9,TB-2505-039,0
DLV-000349,UNT-03742,PRJ-002,CTR-001,2025-01-13,2025-01-17,Delayed,17,TB-2501-019,4
DLV-000350,UNT-01464,PRJ-001,CTR-007,2025-05-29,,Planned,19,TB-2505-035,0
DLV-000351,UNT-00357,PRJ-001,CTR-003,2025-09-20,2025-09-23,Delayed,6,TB-2509-012,3
DLV-000352,UNT-04486,PRJ-002,CTR-003,2025-12-21,2026-01-02,Delayed,5,TB-2512-003,12
DLV-000353,UNT-00129,PRJ-001,CTR-007,2025-04-22,2025-05-09,Delayed,9,TB-2504-013,17
DLV-000354,UNT-01902,PRJ-001,CTR-005,2026-05-14,2026-05-18,Delayed,2,TB-2605-041,4
DLV-000355,UNT-05253,PRJ-003,CTR-007,2025-11-16,2025-11-30,Delayed,8,TB-2511-015,14
DLV-000356,UNT-06440,PRJ-003,CTR-005,2026-05-16,,Planned,6,TB-2605-003,0
DLV-000357,UNT-00721,PRJ-001,CTR-001,2026-04-02,2026-04-09,Delayed,8,TB-2604-018,7
DLV-000358,UNT-02755,PRJ-002,CTR-001,2026-06-09,2026-06-11,Delayed,3,TB-2606-022,2
DLV-000359,UNT-00016,PRJ-001,CTR-001,2025-05-01,,Planned,11,TB-2505-036,0
DLV-000360,UNT-03889,PRJ-002,CTR-003,2025-10-03,2025-10-07,Delayed,10,TB-2510-030,4
DLV-000361,UNT-06330,PRJ-003,CTR-003,2026-04-30,2026-05-02,Delayed,2,TB-2604-013,2
DLV-000362,UNT-05662,PRJ-003,CTR-005,2025-06-13,2025-06-24,Delayed,5,TB-2506-044,11
DLV-000363,UNT-06379,PRJ-003,CTR-003,2025-09-18,2025-09-23,Delayed,1,TB-2509-016,5
DLV-000364,UNT-06248,PRJ-003,CTR-001,2025-11-26,2025-11-26,Delivered,8,TB-2511-016,0
DLV-000365,UNT-05432,PRJ-003,CTR-006,2025-08-04,2025-08-19,Delayed,12,TB-2508-019,15
DLV-000366,UNT-05020,PRJ-003,CTR-008,2025-10-25,,Planned,20,TB-2510-029,0
DLV-000367,UNT-03250,PRJ-002,CTR-001,2025-12-05,2025-12-16,Delayed,7,TB-2512-003,11
DLV-000368,UNT-04087,PRJ-002,CTR-006,2025-07-31,,Planned,1,TB-2507-038,0
DLV-000369,UNT-00089,PRJ-001,CTR-003,2025-09-24,2025-10-03,Delayed,2,TB-2509-018,9
DLV-000370,UNT-00132,PRJ-001,CTR-005,2026-05-12,2026-05-13,Delayed,7,TB-2605-032,1
DLV-000371,UNT-04685,PRJ-002,CTR-006,2026-06-09,2026-06-09,Delivered,3,TB-2606-010,0
DLV-000372,UNT-02963,PRJ-002,CTR-006,2025-11-18,,Planned,3,TB-2511-029,0
DLV-000373,UNT-04047,PRJ-002,CTR-001,2026-05-16,2026-05-16,Delivered,12,TB-2605-025,0
DLV-000374,UNT-04541,PRJ-002,CTR-007,2026-06-18,2026-06-18,Delivered,11,TB-2606-038,0
DLV-000375,UNT-00782,PRJ-001,CTR-006,2026-04-09,2026-04-14,Delayed,7,TB-2604-040,5
DLV-000376,UNT-01794,PRJ-001,CTR-004,2026-05-10,2026-05-10,Delivered,1,TB-2605-042,0
DLV-000377,UNT-05742,PRJ-003,CTR-002,2026-06-05,2026-06-07,Delayed,4,TB-2606-009,2
DLV-000378,UNT-00646,PRJ-001,CTR-007,2025-02-05,2025-02-18,Delayed,1,TB-2502-001,13
DLV-000379,UNT-00331,PRJ-001,CTR-004,2025-04-26,,Planned,11,TB-2504-013,0
DLV-000380,UNT-05808,PRJ-003,CTR-001,2026-06-05,2026-06-14,Delayed,12,TB-2606-041,9
DLV-000381,UNT-02020,PRJ-001,CTR-007,2026-01-13,,Planned,4,TB-2601-029,0
DLV-000382,UNT-01209,PRJ-001,CTR-006,2026-03-04,2026-03-16,Delayed,6,TB-2603-009,12
DLV-000383,UNT-00235,PRJ-001,CTR-002,2025-10-03,2025-10-03,Delivered,2,TB-2510-001,0
DLV-000384,UNT-01040,PRJ-001,CTR-007,2025-11-22,2025-12-06,Delayed,4,TB-2511-019,14
DLV-000385,UNT-01500,PRJ-001,CTR-003,2025-02-02,2025-02-10,Delayed,7,TB-2502-011,8
DLV-000386,UNT-01924,PRJ-001,CTR-002,2026-03-27,2026-03-30,Delayed,4,TB-2603-028,3
DLV-000387,UNT-02365,PRJ-001,CTR-005,2024-12-29,2025-01-01,Delayed,6,TB-2412-009,3
DLV-000388,UNT-05842,PRJ-003,CTR-001,2026-05-16,2026-05-16,Delivered,6,TB-2605-027,0
DLV-000389,UNT-00807,PRJ-001,CTR-002,2024-12-26,2024-12-26,Delivered,5,TB-2412-043,0
DLV-000390,UNT-02478,PRJ-001,CTR-002,2025-06-06,2025-06-19,Delayed,8,TB-2506-035,13
DLV-000391,UNT-05329,PRJ-003,CTR-002,2025-10-18,2025-10-26,Delayed,6,TB-2510-021,8
DLV-000392,UNT-03808,PRJ-002,CTR-003,2026-06-01,2026-06-04,Delayed,7,TB-2606-006,3
DLV-000393,UNT-00109,PRJ-001,CTR-008,2025-08-27,2025-08-27,Delivered,12,TB-2508-016,0
DLV-000394,UNT-03355,PRJ-002,CTR-004,2025-10-16,2025-10-23,Delayed,2,TB-2510-004,7
DLV-000395,UNT-05454,PRJ-003,CTR-001,2025-09-04,2025-09-17,Delayed,10,TB-2509-039,13
DLV-000396,UNT-01283,PRJ-001,CTR-005,2025-02-28,2025-03-12,Delayed,5,TB-2502-031,12
DLV-000397,UNT-02957,PRJ-002,CTR-003,2026-01-21,2026-01-24,Delayed,9,TB-2601-013,3
DLV-000398,UNT-03206,PRJ-002,CTR-006,2025-04-25,,Planned,1,TB-2504-004,0
DLV-000399,UNT-02941,PRJ-002,CTR-002,2025-09-09,2025-09-15,Delayed,5,TB-2509-017,6
DLV-000400,UNT-04067,PRJ-002,CTR-005,2026-05-30,2026-06-11,Delayed,11,TB-2605-004,12
DLV-000401,UNT-00281,PRJ-001,CTR-001,2025-07-12,2025-07-13,Delayed,3,TB-2507-007,1
DLV-000402,UNT-05751,PRJ-003,CTR-003,2025-08-31,2025-09-02,Delayed,10,TB-2508-026,2
DLV-000403,UNT-01611,PRJ-001,CTR-008,2025-08-15,2025-08-15,Delivered,5,TB-2508-022,0
DLV-000404,UNT-03833,PRJ-002,CTR-003,2025-03-03,2025-03-18,Delayed,14,TB-2503-006,15
DLV-000405,UNT-04888,PRJ-002,CTR-002,2025-05-17,2025-05-17,Delivered,2,TB-2505-022,0
DLV-000406,UNT-00088,PRJ-001,CTR-003,2025-12-09,2025-12-27,Delayed,12,TB-2512-011,18
DLV-000407,UNT-02633,PRJ-002,CTR-004,2025-06-22,2025-07-04,Delayed,5,TB-2506-034,12
DLV-000408,UNT-03783,PRJ-002,CTR-005,2026-02-06,2026-02-19,Delayed,2,TB-2602-008,13
DLV-000409,UNT-00611,PRJ-001,CTR-003,2026-03-23,2026-04-06,Delayed,2,TB-2603-016,14
DLV-000410,UNT-02909,PRJ-002,CTR-007,2026-01-15,2026-01-15,Delivered,10,TB-2601-016,0
DLV-000411,UNT-05156,PRJ-003,CTR-005,2026-06-14,2026-06-29,Delayed,3,TB-2606-039,15
DLV-000412,UNT-03033,PRJ-002,CTR-002,2025-03-22,2025-03-28,Delayed,20,TB-2503-013,6
DLV-000413,UNT-04932,PRJ-002,CTR-008,2025-04-30,2025-05-10,Delayed,9,TB-2504-033,10
DLV-000414,UNT-01873,PRJ-001,CTR-008,2024-12-27,2024-12-27,Delivered,8,TB-2412-043,0
DLV-000415,UNT-05400,PRJ-003,CTR-004,2025-05-22,,Planned,1,TB-2505-042,0
DLV-000416,UNT-06352,PRJ-003,CTR-008,2025-06-13,2025-06-27,Delayed,12,TB-2506-026,14
DLV-000417,UNT-00773,PRJ-001,CTR-002,2025-06-13,,Planned,4,TB-2506-027,0
DLV-000418,UNT-01472,PRJ-001,CTR-002,2026-03-28,,Planned,12,TB-2603-011,0
DLV-000419,UNT-06234,PRJ-003,CTR-003,2026-04-21,2026-05-07,Delayed,5,TB-2604-042,16
DLV-000420,UNT-05017,PRJ-002,CTR-005,2025-06-20,,Planned,3,TB-2506-004,0
DLV-000421,UNT-03425,PRJ-002,CTR-007,2025-01-25,2025-01-26,Delayed,9,TB-2501-033,1
DLV-000422,UNT-05452,PRJ-003,CTR-002,2026-04-01,2026-04-07,Delayed,7,TB-2604-016,6
DLV-000423,UNT-03351,PRJ-002,CTR-007,2026-08-01,2026-08-14,Delayed,7,TB-2608-014,13
DLV-000424,UNT-05629,PRJ-003,CTR-002,2026-04-07,2026-04-09,Delayed,7,TB-2604-002,2
DLV-000425,UNT-05607,PRJ-003,CTR-007,2025-09-04,2025-09-15,Delayed,6,TB-2509-036,11
DLV-000426,UNT-04709,PRJ-002,CTR-004,2025-12-13,2025-12-13,Delivered,5,TB-2512-014,0
DLV-000427,UNT-05111,PRJ-003,CTR-001,2026-01-25,2026-01-25,Delivered,3,TB-2601-005,0
DLV-000428,UNT-00805,PRJ-001,CTR-002,2025-12-14,2025-12-29,Delayed,17,TB-2512-013,15
DLV-000429,UNT-00694,PRJ-001,CTR-005,2026-05-08,2026-05-09,Delayed,12,TB-2605-038,1
DLV-000430,UNT-05538,PRJ-003,CTR-001,2026-03-01,2026-03-05,Delayed,6,TB-2603-028,4
DLV-000431,UNT-04450,PRJ-002,CTR-008,2025-02-10,2025-02-18,Delayed,11,TB-2502-040,8
DLV-000432,UNT-05381,PRJ-003,CTR-005,2026-09-23,2026-09-23,Delivered,6,TB-2609-009,0
DLV-000433,UNT-05473,PRJ-003,CTR-001,2025-12-16,,Planned,5,TB-2512-024,0
DLV-000434,UNT-01601,PRJ-001,CTR-001,2025-11-21,2025-12-08,Delayed,20,TB-2511-024,17
DLV-000435,UNT-03532,PRJ-002,CTR-006,2025-04-20,2025-04-20,Delivered,6,TB-2504-043,0
DLV-000436,UNT-04145,PRJ-002,CTR-004,2025-03-21,2025-03-28,Delayed,5,TB-2503-003,7
DLV-000437,UNT-00034,PRJ-001,CTR-008,2025-04-10,,Planned,12,TB-2504-022,0
DLV-000438,UNT-01004,PRJ-001,CTR-004,2026-01-18,2026-02-04,Delayed,15,TB-2601-044,17
DLV-000439,UNT-04422,PRJ-002,CTR-008,2025-08-10,2025-08-13,Delayed,8,TB-2508-019,3
DLV-000440,UNT-04613,PRJ-002,CTR-004,2025-12-17,,Planned,18,TB-2512-003,0
DLV-000441,UNT-03489,PRJ-002,CTR-006,2025-12-11,,Planned,12,TB-2512-012,0
DLV-000442,UNT-05344,PRJ-003,CTR-008,2025-09-25,2025-10-04,Delayed,17,TB-2509-003,9
DLV-000443,UNT-03957,PRJ-002,CTR-005,2026-01-08,2026-01-23,Delayed,11,TB-2601-015,15
DLV-000444,UNT-01572,PRJ-001,CTR-005,2025-09-16,2025-09-24,Delayed,12,TB-2509-009,8
DLV-000445,UNT-02001,PRJ-001,CTR-006,2025-08-28,2025-08-28,Delivered,20,TB-2508-042,0
DLV-000446,UNT-04372,PRJ-002,CTR-008,2025-07-18,2025-07-18,Delivered,2,TB-2507-013,0
DLV-000447,UNT-01428,PRJ-001,CTR-004,2025-12-21,2025-12-29,Delayed,16,TB-2512-023,8
DLV-000448,UNT-02520,PRJ-001,CTR-008,2025-07-15,2025-07-26,Delayed,9,TB-2507-012,11
DLV-000449,UNT-06012,PRJ-003,CTR-002,2026-03-26,2026-04-12,Delayed,2,TB-2603-040,17
DLV-000450,UNT-00644,PRJ-001,CTR-003,2025-04-01,2025-04-06,Delayed,2,TB-2504-041,5
DLV-000451,UNT-03935,PRJ-002,CTR-008,2025-10-22,2025-10-22,Delivered,3,TB-2510-021,0
DLV-000452,UNT-00415,PRJ-001,CTR-004,2026-03-27,2026-03-29,Delayed,11,TB-2603-011,2
DLV-000453,UNT-05439,PRJ-003,CTR-007,2026-06-24,,Planned,2,TB-2606-004,0
DLV-000454,UNT-04033,PRJ-002,CTR-007,2025-07-22,,Planned,3,TB-2507-038,0
DLV-000455,UNT-00153,PRJ-001,CTR-004,2025-07-08,2025-07-09,Delayed,9,TB-2507-040,1
DLV-000456,UNT-02412,PRJ-001,CTR-007,2025-01-24,2025-02-07,Delayed,12,TB-2501-027,14
DLV-000457,UNT-05717,PRJ-003,CTR-001,2025-12-16,2025-12-24,Delayed,9,TB-2512-015,8
DLV-000458,UNT-04296,PRJ-002,CTR-002,2025-11-16,2025-12-01,Delayed,3,TB-2511-011,15
DLV-000459,UNT-00812,PRJ-001,CTR-003,2025-06-09,2025-06-15,Delayed,8,TB-2506-038,6
DLV-000460,UNT-00361,PRJ-001,CTR-008,2025-11-01,2025-11-01,Delivered,1,TB-2511-017,0
DLV-000461,UNT-05589,PRJ-003,CTR-004,2026-07-17,2026-08-02,Delayed,3,TB-2607-028,16
DLV-000462,UNT-03767,PRJ-002,CTR-003,2026-02-25,2026-02-27,Delayed,12,TB-2602-033,2
DLV-000463,UNT-02930,PRJ-002,CTR-006,2025-05-26,2025-06-12,Delayed,4,TB-2505-044,17
DLV-000464,UNT-04108,PRJ-002,CTR-003,2025-03-02,2025-03-12,Delayed,2,TB-2503-026,10
DLV-000465,UNT-02141,PRJ-001,CTR-007,2025-09-24,2025-09-27,Delayed,3,TB-2509-008,3
DLV-000466,UNT-03182,PRJ-002,CTR-008,2026-02-10,2026-02-14,Delayed,8,TB-2602-020,4
DLV-000467,UNT-05537,PRJ-003,CTR-004,2026-03-31,2026-04-16,Delayed,2,TB-2603-008,16
DLV-000468,UNT-01626,PRJ-001,CTR-006,2025-03-23,2025-03-30,Delayed,9,TB-2503-004,7
DLV-000469,UNT-02704,PRJ-002,CTR-002,2025-04-01,,Planned,7,TB-2504-001,0
DLV-000470,UNT-02065,PRJ-001,CTR-002,2025-10-28,2025-10-28,Delivered,19,TB-2510-001,0
DLV-000471,UNT-03785,PRJ-002,CTR-007,2025-12-15,2025-12-15,Delivered,5,TB-2512-007,0
DLV-000472,UNT-01604,PRJ-001,CTR-007,2025-08-21,2025-08-26,Delayed,7,TB-2508-003,5
DLV-000473,UNT-06428,PRJ-003,CTR-005,2025-10-21,2025-10-31,Delayed,4,TB-2510-030,10
DLV-000474,UNT-04246,PRJ-002,CTR-001,2025-03-07,2025-03-20,Delayed,18,TB-2503-039,13
DLV-000475,UNT-04278,PRJ-002,CTR-005,2025-06-03,,Planned,6,TB-2506-025,0
DLV-000476,UNT-02831,PRJ-002,CTR-008,2026-04-28,2026-05-08,Delayed,3,TB-2604-037,10
DLV-000477,UNT-05378,PRJ-003,CTR-003,2026-03-04,2026-03-22,Delayed,7,TB-2603-034,18
DLV-000478,UNT-05377,PRJ-003,CTR-004,2026-03-16,2026-04-01,Delayed,4,TB-2603-032,16
DLV-000479,UNT-04314,PRJ-002,CTR-004,2026-04-01,,Planned,3,TB-2604-029,0
DLV-000480,UNT-03941,PRJ-002,CTR-002,2025-09-25,2025-10-07,Delayed,6,TB-2509-041,12
DLV-000481,UNT-02927,PRJ-002,CTR-003,2025-10-13,2025-10-30,Delayed,12,TB-2510-042,17
DLV-000482,UNT-00130,PRJ-001,CTR-008,2025-09-22,2025-10-09,Delayed,6,TB-2509-020,17
DLV-000483,UNT-02274,PRJ-001,CTR-008,2025-11-27,2025-12-07,Delayed,8,TB-2511-029,10
DLV-000484,UNT-01675,PRJ-001,CTR-007,2025-01-27,,Planned,2,TB-2501-009,0
DLV-000485,UNT-05333,PRJ-003,CTR-004,2025-08-04,2025-08-13,Delayed,2,TB-2508-024,9
DLV-000486,UNT-00817,PRJ-001,CTR-008,2025-12-10,2025-12-22,Delayed,13,TB-2512-030,12
DLV-000487,UNT-03618,PRJ-002,CTR-004,2025-11-03,2025-11-08,Delayed,9,TB-2511-037,5
DLV-000488,UNT-03052,PRJ-002,CTR-005,2025-09-30,2025-10-04,Delayed,4,TB-2509-025,4
DLV-000489,UNT-05045,PRJ-003,CTR-004,2025-06-18,2025-06-19,Delayed,12,TB-2506-036,1
